utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,15.72 W,18.0,42.45,
0 %, 3 MiB, 24576 MiB,15.75 W,32.1,43.48,
0 %, 3 MiB, 24576 MiB,14.63 W,28.7,44.52,
0 %, 3 MiB, 24576 MiB,16.12 W,30.5,45.55,
0 %, 3 MiB, 24576 MiB,16.17 W,33.4,46.59,
0 %, 3 MiB, 24576 MiB,15.78 W,37.8,47.62,
0 %, 3 MiB, 24576 MiB,15.64 W,32.0,48.65,
0 %, 3 MiB, 24576 MiB,15.52 W,28.1,49.69,
0 %, 3 MiB, 24576 MiB,14.19 W,28.0,50.72,
0 %, 3 MiB, 24576 MiB,15.70 W,36.0,51.76,
0 %, 3 MiB, 24576 MiB,15.56 W,30.1,52.79,
0 %, 3 MiB, 24576 MiB,15.64 W,26.6,53.83,
0 %, 3 MiB, 24576 MiB,15.78 W,33.8,54.87,
0 %, 3 MiB, 24576 MiB,13.70 W,27.4,55.91,
0 %, 3 MiB, 24576 MiB,15.65 W,31.5,56.95,
0 %, 3 MiB, 24576 MiB,15.81 W,29.5,57.98,
0 %, 3 MiB, 24576 MiB,15.90 W,20.5,59.02,
0 %, 3 MiB, 24576 MiB,15.49 W,33.5,60.06,
0 %, 3 MiB, 24576 MiB,15.60 W,37.1,61.1,
0 %, 3 MiB, 24576 MiB,15.62 W,16.2,62.13,
0 %, 3 MiB, 24576 MiB,14.17 W,20.1,63.17,
0 %, 3 MiB, 24576 MiB,15.66 W,20.1,64.2,
0 %, 3 MiB, 24576 MiB,15.63 W,30.2,65.24,
0 %, 3 MiB, 24576 MiB,15.58 W,32.8,66.27,
0 %, 3 MiB, 24576 MiB,14.44 W,34.0,67.3,
0 %, 3 MiB, 24576 MiB,13.80 W,26.5,68.34,
0 %, 3 MiB, 24576 MiB,13.24 W,35.1,69.37,
0 %, 3 MiB, 24576 MiB,15.85 W,32.6,70.41,
0 %, 3 MiB, 24576 MiB,15.87 W,26.1,71.44,
0 %, 3 MiB, 24576 MiB,15.81 W,31.5,72.48,
0 %, 3 MiB, 24576 MiB,15.81 W,29.2,73.51,
0 %, 3 MiB, 24576 MiB,15.63 W,28.5,74.54,
0 %, 3 MiB, 24576 MiB,15.72 W,28.0,75.58,
0 %, 3 MiB, 24576 MiB,15.82 W,31.2,76.61,
0 %, 3 MiB, 24576 MiB,14.61 W,35.1,77.65,
0 %, 3 MiB, 24576 MiB,15.89 W,28.5,78.68,
0 %, 3 MiB, 24576 MiB,16.05 W,34.3,79.71,
0 %, 3 MiB, 24576 MiB,15.71 W,29.2,80.75,
0 %, 3 MiB, 24576 MiB,15.62 W,37.6,81.78,
0 %, 3 MiB, 24576 MiB,15.14 W,30.0,82.81,
0 %, 3 MiB, 24576 MiB,13.60 W,31.1,83.85,
0 %, 3 MiB, 24576 MiB,15.74 W,20.2,84.88,
0 %, 3 MiB, 24576 MiB,15.69 W,32.3,85.92,
0 %, 3 MiB, 24576 MiB,13.16 W,31.9,86.95,
0 %, 3 MiB, 24576 MiB,15.49 W,29.9,87.99,
0 %, 3 MiB, 24576 MiB,15.50 W,32.7,89.02,
0 %, 3 MiB, 24576 MiB,14.65 W,36.8,90.05,
0 %, 3 MiB, 24576 MiB,15.78 W,33.4,91.09,
0 %, 3 MiB, 24576 MiB,15.54 W,28.0,92.12,
0 %, 3 MiB, 24576 MiB,15.70 W,20.0,93.16,
0 %, 3 MiB, 24576 MiB,15.01 W,32.3,94.19,
0 %, 3 MiB, 24576 MiB,13.81 W,30.5,95.22,
0 %, 3 MiB, 24576 MiB,15.74 W,31.8,96.26,
0 %, 3 MiB, 24576 MiB,15.89 W,30.7,97.29,
0 %, 3 MiB, 24576 MiB,15.65 W,25.2,98.33,
0 %, 3 MiB, 24576 MiB,15.27 W,33.1,99.36,
0 %, 3 MiB, 24576 MiB,15.57 W,27.2,100.4,
0 %, 3 MiB, 24576 MiB,15.63 W,32.9,101.45,
0 %, 3 MiB, 24576 MiB,15.71 W,31.3,102.48,
0 %, 3 MiB, 24576 MiB,15.75 W,25.8,103.51,
0 %, 3 MiB, 24576 MiB,15.82 W,27.6,104.55,
0 %, 3 MiB, 24576 MiB,15.43 W,41.3,105.58,
0 %, 3 MiB, 24576 MiB,14.74 W,26.9,106.62,
0 %, 3 MiB, 24576 MiB,15.47 W,30.8,107.65,
0 %, 3 MiB, 24576 MiB,13.65 W,32.3,108.69,
0 %, 3 MiB, 24576 MiB,15.68 W,30.4,109.72,
0 %, 3 MiB, 24576 MiB,14.01 W,27.6,110.76,
0 %, 3 MiB, 24576 MiB,16.05 W,19.3,111.79,
0 %, 3 MiB, 24576 MiB,16.13 W,32.9,112.83,
0 %, 3 MiB, 24576 MiB,15.76 W,34.8,113.86,
0 %, 3 MiB, 24576 MiB,15.40 W,31.4,114.9,
0 %, 3 MiB, 24576 MiB,15.90 W,32.3,115.94,
0 %, 3 MiB, 24576 MiB,14.98 W,37.8,116.98,
0 %, 3 MiB, 24576 MiB,15.66 W,25.4,118.02,
0 %, 3 MiB, 24576 MiB,15.23 W,31.7,119.05,
0 %, 3 MiB, 24576 MiB,15.66 W,21.9,120.09,
0 %, 3 MiB, 24576 MiB,15.66 W,9.0,121.12,
0 %, 3 MiB, 24576 MiB,15.28 W,16.7,122.15,
0 %, 3 MiB, 24576 MiB,15.26 W,35.3,123.19,
0 %, 3 MiB, 24576 MiB,15.60 W,34.2,124.22,
0 %, 3 MiB, 24576 MiB,14.96 W,29.1,125.26,
0 %, 3 MiB, 24576 MiB,15.48 W,30.9,126.29,
0 %, 3 MiB, 24576 MiB,15.47 W,29.8,127.33,
0 %, 3 MiB, 24576 MiB,15.47 W,27.9,128.36,
0 %, 3 MiB, 24576 MiB,15.48 W,26.0,129.41,
0 %, 3 MiB, 24576 MiB,15.65 W,26.7,130.44,
0 %, 3 MiB, 24576 MiB,15.73 W,20.1,131.48,
0 %, 3 MiB, 24576 MiB,15.47 W,30.0,132.51,
0 %, 3 MiB, 24576 MiB,15.89 W,37.3,133.54,
0 %, 3 MiB, 24576 MiB,15.91 W,33.7,134.58,
0 %, 3 MiB, 24576 MiB,15.97 W,27.4,135.61,
0 %, 3 MiB, 24576 MiB,15.53 W,34.1,136.66,
0 %, 3 MiB, 24576 MiB,15.75 W,25.1,137.69,
0 %, 3 MiB, 24576 MiB,15.50 W,29.4,138.73,
0 %, 3 MiB, 24576 MiB,15.55 W,28.1,139.77,
0 %, 3 MiB, 24576 MiB,15.68 W,19.9,140.81,
0 %, 3 MiB, 24576 MiB,15.86 W,19.1,141.84,
0 %, 3 MiB, 24576 MiB,15.92 W,33.1,142.88,
0 %, 3 MiB, 24576 MiB,15.13 W,35.3,143.92,
0 %, 3 MiB, 24576 MiB,15.80 W,31.9,144.96,
0 %, 3 MiB, 24576 MiB,15.89 W,32.0,145.99,
0 %, 3 MiB, 24576 MiB,15.79 W,32.0,147.03,
0 %, 3 MiB, 24576 MiB,15.73 W,29.0,148.07,
0 %, 3 MiB, 24576 MiB,15.78 W,30.9,149.1,
0 %, 3 MiB, 24576 MiB,15.76 W,29.0,150.14,
0 %, 3 MiB, 24576 MiB,15.73 W,21.3,151.18,
0 %, 3 MiB, 24576 MiB,15.80 W,32.3,152.21,
0 %, 3 MiB, 24576 MiB,13.63 W,33.0,153.24,
0 %, 3 MiB, 24576 MiB,15.68 W,34.4,154.28,
0 %, 3 MiB, 24576 MiB,15.11 W,28.3,155.31,
0 %, 3 MiB, 24576 MiB,15.60 W,29.1,156.35,
0 %, 3 MiB, 24576 MiB,15.56 W,29.6,157.38,
0 %, 3 MiB, 24576 MiB,15.70 W,32.8,158.41,
0 %, 3 MiB, 24576 MiB,15.31 W,25.9,159.45,
0 %, 3 MiB, 24576 MiB,15.66 W,19.7,160.48,
0 %, 3 MiB, 24576 MiB,15.54 W,32.7,161.52,
0 %, 3 MiB, 24576 MiB,15.56 W,37.1,162.56,
0 %, 3 MiB, 24576 MiB,15.45 W,29.2,163.6,
0 %, 3 MiB, 24576 MiB,15.98 W,29.9,164.64,
0 %, 3 MiB, 24576 MiB,15.77 W,31.6,165.67,
0 %, 3 MiB, 24576 MiB,14.67 W,29.2,166.71,
0 %, 3 MiB, 24576 MiB,15.75 W,30.1,167.75,
0 %, 3 MiB, 24576 MiB,15.74 W,25.9,168.79,
0 %, 3 MiB, 24576 MiB,15.67 W,23.0,169.82,
0 %, 3 MiB, 24576 MiB,15.77 W,25.7,170.86,
0 %, 3 MiB, 24576 MiB,14.95 W,41.9,171.9,
0 %, 3 MiB, 24576 MiB,15.16 W,29.4,172.94,
0 %, 3 MiB, 24576 MiB,15.96 W,25.8,173.98,
0 %, 3 MiB, 24576 MiB,15.94 W,21.4,175.01,
0 %, 3 MiB, 24576 MiB,15.78 W,18.9,176.05,
0 %, 3 MiB, 24576 MiB,15.70 W,20.7,177.08,
0 %, 3 MiB, 24576 MiB,15.58 W,30.7,178.12,
0 %, 3 MiB, 24576 MiB,15.63 W,29.3,179.15,
0 %, 3 MiB, 24576 MiB,14.58 W,36.0,180.19,
0 %, 3 MiB, 24576 MiB,15.27 W,33.9,181.23,
0 %, 3 MiB, 24576 MiB,15.29 W,25.7,182.26,
0 %, 3 MiB, 24576 MiB,15.54 W,26.3,183.3,
0 %, 3 MiB, 24576 MiB,15.10 W,38.2,184.34,
0 %, 3 MiB, 24576 MiB,15.62 W,29.0,185.37,
0 %, 3 MiB, 24576 MiB,15.42 W,26.3,186.41,
0 %, 3 MiB, 24576 MiB,15.72 W,30.2,187.45,
0 %, 3 MiB, 24576 MiB,15.56 W,38.8,188.49,
0 %, 3 MiB, 24576 MiB,14.92 W,27.3,189.52,
0 %, 3 MiB, 24576 MiB,15.84 W,29.0,190.56,
0 %, 3 MiB, 24576 MiB,14.69 W,34.0,191.6,
0 %, 3 MiB, 24576 MiB,14.67 W,30.0,192.64,
0 %, 3 MiB, 24576 MiB,13.97 W,33.8,193.68,
0 %, 3 MiB, 24576 MiB,15.83 W,20.6,194.71,
0 %, 3 MiB, 24576 MiB,15.61 W,27.7,195.75,
0 %, 3 MiB, 24576 MiB,15.29 W,32.3,196.79,
0 %, 3 MiB, 24576 MiB,15.84 W,33.1,197.83,
0 %, 3 MiB, 24576 MiB,15.75 W,32.3,198.86,
0 %, 3 MiB, 24576 MiB,14.55 W,29.3,199.9,
0 %, 3 MiB, 24576 MiB,15.81 W,36.8,200.94,
0 %, 3 MiB, 24576 MiB,15.54 W,32.5,201.98,
0 %, 3 MiB, 24576 MiB,13.58 W,31.3,203.02,
0 %, 3 MiB, 24576 MiB,16.10 W,17.7,204.05,
0 %, 3 MiB, 24576 MiB,16.14 W,33.5,205.09,
0 %, 3 MiB, 24576 MiB,14.17 W,29.4,206.12,
0 %, 3 MiB, 24576 MiB,15.57 W,31.1,207.16,
0 %, 3 MiB, 24576 MiB,15.47 W,29.7,208.2,
0 %, 3 MiB, 24576 MiB,14.79 W,34.4,209.23,
0 %, 3 MiB, 24576 MiB,15.66 W,34.4,210.27,
0 %, 3 MiB, 24576 MiB,15.55 W,27.8,211.31,
0 %, 3 MiB, 24576 MiB,15.86 W,29.8,212.34,
0 %, 3 MiB, 24576 MiB,15.77 W,23.0,213.38,
0 %, 3 MiB, 24576 MiB,15.78 W,30.2,214.41,
0 %, 3 MiB, 24576 MiB,15.25 W,41.8,215.45,
0 %, 3 MiB, 24576 MiB,14.20 W,36.0,216.48,
0 %, 3 MiB, 24576 MiB,15.30 W,18.7,217.52,
0 %, 3 MiB, 24576 MiB,15.18 W,25.4,218.55,
0 %, 3 MiB, 24576 MiB,15.75 W,34.5,219.59,
0 %, 3 MiB, 24576 MiB,15.60 W,31.6,220.62,
0 %, 3 MiB, 24576 MiB,15.44 W,26.8,221.66,
0 %, 3 MiB, 24576 MiB,15.36 W,28.9,222.69,
0 %, 3 MiB, 24576 MiB,15.37 W,24.7,223.72,
0 %, 3 MiB, 24576 MiB,15.60 W,33.9,224.76,
0 %, 3 MiB, 24576 MiB,15.52 W,36.0,225.79,
0 %, 3 MiB, 24576 MiB,14.38 W,31.5,226.83,
0 %, 3 MiB, 24576 MiB,15.77 W,32.8,227.86,
0 %, 3 MiB, 24576 MiB,15.69 W,30.5,228.9,
0 %, 3 MiB, 24576 MiB,15.74 W,19.9,229.93,
0 %, 3 MiB, 24576 MiB,15.62 W,33.8,230.97,
0 %, 3 MiB, 24576 MiB,15.33 W,31.7,232.0,
0 %, 3 MiB, 24576 MiB,15.67 W,19.6,233.04,
0 %, 3 MiB, 24576 MiB,15.70 W,31.0,234.07,
0 %, 3 MiB, 24576 MiB,14.72 W,29.7,235.11,
0 %, 3 MiB, 24576 MiB,16.05 W,23.9,236.15,
0 %, 3 MiB, 24576 MiB,16.22 W,9.1,237.19,
0 %, 3 MiB, 24576 MiB,15.47 W,28.0,238.22,
0 %, 3 MiB, 24576 MiB,15.68 W,32.6,239.25,
0 %, 3 MiB, 24576 MiB,15.43 W,31.1,240.29,
0 %, 3 MiB, 24576 MiB,15.43 W,26.0,241.32,
0 %, 3 MiB, 24576 MiB,15.63 W,22.7,242.36,
0 %, 3 MiB, 24576 MiB,14.40 W,27.6,243.39,
0 %, 3 MiB, 24576 MiB,14.09 W,35.7,244.43,
0 %, 3 MiB, 24576 MiB,15.54 W,32.5,245.46,
0 %, 3 MiB, 24576 MiB,15.60 W,32.5,246.5,
0 %, 3 MiB, 24576 MiB,15.60 W,33.3,247.53,
0 %, 3 MiB, 24576 MiB,15.23 W,29.7,248.56,
0 %, 3 MiB, 24576 MiB,15.56 W,29.3,249.6,
0 %, 3 MiB, 24576 MiB,13.63 W,29.7,250.64,
0 %, 3 MiB, 24576 MiB,15.68 W,18.4,251.67,
0 %, 3 MiB, 24576 MiB,15.60 W,30.4,252.71,
0 %, 3 MiB, 24576 MiB,14.88 W,37.5,253.74,
0 %, 3 MiB, 24576 MiB,15.76 W,34.7,254.78,
0 %, 3 MiB, 24576 MiB,15.78 W,29.7,255.81,
0 %, 3 MiB, 24576 MiB,15.66 W,34.4,256.85,
0 %, 3 MiB, 24576 MiB,15.18 W,30.1,257.89,
0 %, 3 MiB, 24576 MiB,15.57 W,27.3,258.93,
0 %, 3 MiB, 24576 MiB,15.28 W,27.8,259.97,
0 %, 3 MiB, 24576 MiB,15.66 W,29.9,261.01,
0 %, 3 MiB, 24576 MiB,15.85 W,38.4,262.05,
0 %, 3 MiB, 24576 MiB,14.88 W,26.3,263.09,
0 %, 3 MiB, 24576 MiB,13.44 W,33.8,264.13,
0 %, 3 MiB, 24576 MiB,16.14 W,32.3,265.16,
0 %, 3 MiB, 24576 MiB,16.09 W,28.3,266.2,
0 %, 3 MiB, 24576 MiB,16.22 W,20.0,267.24,
0 %, 3 MiB, 24576 MiB,15.66 W,33.0,268.27,
0 %, 3 MiB, 24576 MiB,14.29 W,32.0,269.31,
0 %, 3 MiB, 24576 MiB,15.65 W,35.2,270.37,
0 %, 3 MiB, 24576 MiB,15.77 W,24.3,271.41,
0 %, 3 MiB, 24576 MiB,15.46 W,29.6,272.44,
0 %, 3 MiB, 24576 MiB,14.70 W,38.0,273.48,
0 %, 3 MiB, 24576 MiB,14.96 W,28.8,274.52,
0 %, 3 MiB, 24576 MiB,15.57 W,23.7,275.56,
0 %, 3 MiB, 24576 MiB,15.70 W,33.5,276.59,
0 %, 3 MiB, 24576 MiB,14.50 W,36.6,277.63,
0 %, 3 MiB, 24576 MiB,14.26 W,37.3,278.66,
0 %, 3 MiB, 24576 MiB,15.16 W,20.8,279.69,
0 %, 3 MiB, 24576 MiB,15.53 W,29.8,280.73,
0 %, 3 MiB, 24576 MiB,15.57 W,32.5,281.76,
0 %, 3 MiB, 24576 MiB,15.30 W,31.0,282.8,
0 %, 3 MiB, 24576 MiB,15.94 W,24.9,283.83,
0 %, 3 MiB, 24576 MiB,15.85 W,31.1,284.86,
0 %, 3 MiB, 24576 MiB,14.35 W,36.3,285.9,
0 %, 3 MiB, 24576 MiB,15.54 W,38.1,286.93,
0 %, 3 MiB, 24576 MiB,15.66 W,15.2,287.97,
0 %, 3 MiB, 24576 MiB,15.61 W,33.7,289.0,
0 %, 3 MiB, 24576 MiB,14.94 W,29.5,290.03,
0 %, 3 MiB, 24576 MiB,15.84 W,30.1,291.07,
0 %, 3 MiB, 24576 MiB,15.94 W,30.8,292.1,
0 %, 3 MiB, 24576 MiB,15.34 W,33.1,293.14,
0 %, 3 MiB, 24576 MiB,15.33 W,39.8,294.17,
0 %, 3 MiB, 24576 MiB,15.56 W,18.9,295.21,
0 %, 3 MiB, 24576 MiB,16.20 W,19.7,296.24,
0 %, 3 MiB, 24576 MiB,16.15 W,25.2,297.28,
0 %, 3 MiB, 24576 MiB,15.99 W,26.3,298.32,
0 %, 3 MiB, 24576 MiB,15.56 W,18.0,299.36,
0 %, 3 MiB, 24576 MiB,15.58 W,33.2,300.39,
0 %, 3 MiB, 24576 MiB,13.97 W,37.4,301.43,
0 %, 3 MiB, 24576 MiB,15.00 W,32.8,302.46,
0 %, 3 MiB, 24576 MiB,15.95 W,32.4,303.5,
0 %, 3 MiB, 24576 MiB,14.43 W,30.5,304.53,
0 %, 3 MiB, 24576 MiB,14.96 W,16.9,305.57,
0 %, 3 MiB, 24576 MiB,15.72 W,32.0,306.6,
0 %, 3 MiB, 24576 MiB,13.47 W,27.2,307.63,
0 %, 3 MiB, 24576 MiB,15.73 W,20.4,308.67,
0 %, 3 MiB, 24576 MiB,15.80 W,33.4,309.7,
0 %, 3 MiB, 24576 MiB,15.26 W,38.7,310.73,
0 %, 3 MiB, 24576 MiB,15.88 W,31.5,311.77,
0 %, 3 MiB, 24576 MiB,15.48 W,36.3,312.8,
0 %, 3 MiB, 24576 MiB,13.90 W,24.3,313.83,
0 %, 3 MiB, 24576 MiB,15.61 W,33.7,314.87,
0 %, 3 MiB, 24576 MiB,15.93 W,30.3,315.9,
0 %, 3 MiB, 24576 MiB,15.40 W,22.8,316.94,
0 %, 3 MiB, 24576 MiB,15.55 W,33.4,317.97,
0 %, 3 MiB, 24576 MiB,15.24 W,32.8,319.01,
0 %, 3 MiB, 24576 MiB,14.16 W,30.1,320.04,
0 %, 3 MiB, 24576 MiB,14.74 W,26.6,321.08,
0 %, 3 MiB, 24576 MiB,15.93 W,35.3,322.11,
0 %, 3 MiB, 24576 MiB,14.62 W,27.7,323.15,
0 %, 3 MiB, 24576 MiB,14.15 W,31.5,324.18,
0 %, 3 MiB, 24576 MiB,14.14 W,26.0,325.21,
0 %, 3 MiB, 24576 MiB,15.40 W,36.3,326.25,
0 %, 3 MiB, 24576 MiB,15.60 W,29.1,327.28,
0 %, 3 MiB, 24576 MiB,15.73 W,32.1,328.32,
0 %, 3 MiB, 24576 MiB,14.42 W,33.8,329.35,
0 %, 3 MiB, 24576 MiB,15.82 W,29.2,330.38,
0 %, 3 MiB, 24576 MiB,15.03 W,36.3,331.42,
0 %, 3 MiB, 24576 MiB,15.57 W,20.7,332.45,
0 %, 3 MiB, 24576 MiB,15.59 W,28.5,333.49,
0 %, 3 MiB, 24576 MiB,15.57 W,31.4,334.52,
0 %, 3 MiB, 24576 MiB,15.65 W,28.5,335.55,
0 %, 3 MiB, 24576 MiB,15.27 W,31.8,336.59,
0 %, 3 MiB, 24576 MiB,15.41 W,32.5,337.62,
0 %, 3 MiB, 24576 MiB,15.56 W,25.4,338.66,
0 %, 3 MiB, 24576 MiB,14.55 W,28.8,339.69,
0 %, 3 MiB, 24576 MiB,15.52 W,31.7,340.73,
0 %, 3 MiB, 24576 MiB,15.80 W,32.8,341.77,
0 %, 3 MiB, 24576 MiB,15.77 W,24.0,342.8,
0 %, 3 MiB, 24576 MiB,15.48 W,31.9,343.84,
0 %, 3 MiB, 24576 MiB,15.72 W,28.4,344.88,
0 %, 3 MiB, 24576 MiB,15.26 W,30.5,345.91,
0 %, 3 MiB, 24576 MiB,15.59 W,33.2,346.95,
