utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 , 3 MiB, 24576 MiB,11.18 W,8.9,74.96,
0 , 3 MiB, 24576 MiB,10.92 W,9.1,76.01,
0 , 3 MiB, 24576 MiB,11.30 W,8.6,77.06,
0 , 3 MiB, 24576 MiB,10.89 W,8.9,78.11,
0 , 3 MiB, 24576 MiB,10.86 W,8.8,79.15,
0 , 3 MiB, 24576 MiB,10.44 W,8.9,80.2,
0 , 3 MiB, 24576 MiB,10.53 W,8.9,81.25,
0 , 3 MiB, 24576 MiB,11.10 W,8.6,82.29,
0 , 3 MiB, 24576 MiB,10.89 W,9.0,83.34,
0 , 3 MiB, 24576 MiB,10.65 W,8.9,84.39,
0 , 3 MiB, 24576 MiB,10.76 W,8.8,85.44,
0 , 3 MiB, 24576 MiB,11.26 W,8.8,86.49,
0 , 3 MiB, 24576 MiB,11.04 W,8.5,87.54,
0 , 3 MiB, 24576 MiB,10.97 W,9.4,88.58,
0 , 3 MiB, 24576 MiB,11.32 W,9.0,89.63,
0 , 3 MiB, 24576 MiB,11.49 W,8.6,90.69,
0 , 3 MiB, 24576 MiB,11.36 W,8.9,91.73,
0 , 3 MiB, 24576 MiB,11.21 W,8.7,92.79,
0 , 3 MiB, 24576 MiB,11.34 W,9.2,93.85,
0 , 3 MiB, 24576 MiB,11.00 W,8.6,94.9,
0 , 3 MiB, 24576 MiB,11.54 W,9.0,95.95,
0 , 3 MiB, 24576 MiB,11.08 W,8.8,97.0,
0 , 3 MiB, 24576 MiB,11.38 W,8.8,98.05,
0 , 3 MiB, 24576 MiB,11.19 W,8.7,99.1,
0 , 3 MiB, 24576 MiB,10.84 W,8.8,100.14,
0 , 3 MiB, 24576 MiB,11.07 W,8.6,101.19,
0 , 3 MiB, 24576 MiB,10.73 W,8.9,102.24,
0 , 3 MiB, 24576 MiB,10.88 W,9.6,103.29,
0 , 3 MiB, 24576 MiB,11.54 W,8.9,104.35,
0 , 3 MiB, 24576 MiB,11.60 W,8.8,105.4,
0 , 3 MiB, 24576 MiB,10.57 W,8.8,106.45,
