utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 , 3 MiB, 24576 MiB,10.49 W,9.9,71.8,
0 , 3 MiB, 24576 MiB,10.75 W,9.2,72.85,
0 , 3 MiB, 24576 MiB,10.62 W,9.1,73.91,
0 , 3 MiB, 24576 MiB,10.37 W,9.1,74.95,
0 , 3 MiB, 24576 MiB,10.42 W,9.2,75.99,
0 , 3 MiB, 24576 MiB,10.83 W,9.2,77.05,
0 , 3 MiB, 24576 MiB,10.43 W,9.9,78.1,
0 , 3 MiB, 24576 MiB,10.50 W,9.4,79.15,
0 , 3 MiB, 24576 MiB,10.48 W,9.4,80.2,
0 , 3 MiB, 24576 MiB,10.11 W,9.1,81.25,
0 , 3 MiB, 24576 MiB,10.42 W,10.1,82.3,
0 , 3 MiB, 24576 MiB,10.52 W,9.2,83.34,
0 , 3 MiB, 24576 MiB,10.67 W,10.7,84.38,
0 , 3 MiB, 24576 MiB,10.58 W,9.3,85.43,
0 , 3 MiB, 24576 MiB,10.81 W,9.4,86.48,
0 , 3 MiB, 24576 MiB,10.18 W,10.2,87.53,
0 , 3 MiB, 24576 MiB,10.06 W,9.1,88.58,
0 , 3 MiB, 24576 MiB,10.54 W,8.9,89.63,
0 , 3 MiB, 24576 MiB,10.53 W,9.1,90.68,
0 , 3 MiB, 24576 MiB,12.04 W,9.3,91.73,
0 , 3 MiB, 24576 MiB,10.69 W,9.0,92.79,
0 , 3 MiB, 24576 MiB,11.10 W,9.4,93.83,
0 , 3 MiB, 24576 MiB,11.00 W,9.4,94.88,
0 , 3 MiB, 24576 MiB,10.64 W,9.3,95.94,
0 , 3 MiB, 24576 MiB,10.64 W,9.7,97.0,
0 , 3 MiB, 24576 MiB,10.67 W,9.5,98.05,
0 , 3 MiB, 24576 MiB,10.52 W,9.1,99.11,
0 , 3 MiB, 24576 MiB,11.17 W,9.4,100.16,
0 , 3 MiB, 24576 MiB,10.77 W,9.6,101.21,
0 , 3 MiB, 24576 MiB,10.89 W,9.4,102.26,
