utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
7 , 23633 MiB, 24576 MiB,61.58 W,8.3,69.64,
7 , 23633 MiB, 24576 MiB,61.78 W,8.3,70.71,
7 , 23633 MiB, 24576 MiB,61.57 W,8.1,71.88,
7 , 23633 MiB, 24576 MiB,61.54 W,8.0,72.96,
7 , 23633 MiB, 24576 MiB,63.41 W,8.2,74.04,
7 , 23633 MiB, 24576 MiB,61.49 W,8.4,75.11,
7 , 23633 MiB, 24576 MiB,63.46 W,8.0,76.19,
7 , 23633 MiB, 24576 MiB,62.44 W,8.1,77.26,
7 , 23633 MiB, 24576 MiB,61.66 W,8.3,78.34,
7 , 23633 MiB, 24576 MiB,61.54 W,8.5,79.41,
7 , 23633 MiB, 24576 MiB,61.38 W,8.1,80.49,
7 , 23633 MiB, 24576 MiB,61.49 W,8.7,81.56,
7 , 23633 MiB, 24576 MiB,61.24 W,8.5,82.64,
7 , 23633 MiB, 24576 MiB,62.28 W,8.0,83.72,
6 , 23633 MiB, 24576 MiB,62.29 W,8.7,84.83,
6 , 23633 MiB, 24576 MiB,63.50 W,8.3,85.91,
7 , 23633 MiB, 24576 MiB,61.92 W,8.0,86.99,
6 , 23633 MiB, 24576 MiB,61.56 W,8.1,88.07,
7 , 23633 MiB, 24576 MiB,61.62 W,7.9,89.16,
6 , 23633 MiB, 24576 MiB,61.49 W,8.2,90.24,
7 , 23633 MiB, 24576 MiB,61.76 W,8.1,91.32,
7 , 23633 MiB, 24576 MiB,61.98 W,8.1,92.4,
7 , 23633 MiB, 24576 MiB,61.50 W,8.3,93.48,
6 , 23633 MiB, 24576 MiB,61.67 W,8.1,94.57,
7 , 23633 MiB, 24576 MiB,62.47 W,8.8,95.65,
6 , 23633 MiB, 24576 MiB,61.87 W,8.4,96.74,
7 , 23633 MiB, 24576 MiB,61.66 W,8.7,97.83,
6 , 23633 MiB, 24576 MiB,61.67 W,8.3,98.91,
7 , 23633 MiB, 24576 MiB,61.48 W,8.5,99.99,
6 , 23633 MiB, 24576 MiB,61.49 W,8.2,101.08,
7 , 23633 MiB, 24576 MiB,61.51 W,8.2,102.15,
7 , 23633 MiB, 24576 MiB,59.41 W,7.9,103.24,
7 , 23633 MiB, 24576 MiB,61.63 W,8.2,104.32,
7 , 23633 MiB, 24576 MiB,62.04 W,8.2,105.42,
7 , 23633 MiB, 24576 MiB,61.40 W,7.9,106.5,
7 , 23633 MiB, 24576 MiB,61.29 W,8.1,107.59,
7 , 23633 MiB, 24576 MiB,61.55 W,8.2,108.68,
7 , 23633 MiB, 24576 MiB,61.73 W,8.0,109.76,
7 , 23633 MiB, 24576 MiB,60.13 W,9.1,110.84,
6 , 23633 MiB, 24576 MiB,63.51 W,8.4,111.92,
7 , 23633 MiB, 24576 MiB,61.66 W,8.5,113.0,
7 , 23633 MiB, 24576 MiB,59.45 W,8.3,114.08,
4 , 23633 MiB, 24576 MiB,60.90 W,8.4,115.17,
6 , 23633 MiB, 24576 MiB,61.40 W,8.0,116.26,
6 , 23633 MiB, 24576 MiB,61.50 W,8.0,117.34,
6 , 23633 MiB, 24576 MiB,61.33 W,8.2,118.43,
6 , 23633 MiB, 24576 MiB,61.38 W,8.1,119.52,
6 , 23633 MiB, 24576 MiB,59.38 W,8.1,120.61,
7 , 23633 MiB, 24576 MiB,61.53 W,8.2,121.69,
7 , 23633 MiB, 24576 MiB,61.96 W,8.2,122.77,
7 , 23633 MiB, 24576 MiB,61.40 W,8.2,123.85,
7 , 23633 MiB, 24576 MiB,61.56 W,8.2,124.94,
7 , 23633 MiB, 24576 MiB,61.62 W,8.7,126.03,
7 , 23633 MiB, 24576 MiB,61.74 W,8.2,127.12,
7 , 23633 MiB, 24576 MiB,61.59 W,8.6,128.2,
7 , 23633 MiB, 24576 MiB,61.55 W,8.0,129.28,
