utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 , 3 MiB, 24576 MiB,11.47 W,8.8,33.09,
0 , 3 MiB, 24576 MiB,11.86 W,8.1,34.12,
0 , 3 MiB, 24576 MiB,11.57 W,8.0,35.16,
0 , 3 MiB, 24576 MiB,11.37 W,7.9,36.19,
0 , 3 MiB, 24576 MiB,11.46 W,7.7,37.23,
0 , 3 MiB, 24576 MiB,11.72 W,7.8,38.26,
0 , 3 MiB, 24576 MiB,11.52 W,7.9,39.3,
0 , 3 MiB, 24576 MiB,11.89 W,8.2,40.33,
0 , 3 MiB, 24576 MiB,11.83 W,8.0,41.37,
0 , 3 MiB, 24576 MiB,11.96 W,9.2,42.4,
0 , 3 MiB, 24576 MiB,11.14 W,7.8,43.43,
0 , 3 MiB, 24576 MiB,11.45 W,8.8,44.47,
0 , 3 MiB, 24576 MiB,10.73 W,7.9,45.5,
0 , 3 MiB, 24576 MiB,11.28 W,7.7,46.53,
0 , 3 MiB, 24576 MiB,11.16 W,8.0,47.56,
0 , 3 MiB, 24576 MiB,10.85 W,8.7,48.6,
0 , 3 MiB, 24576 MiB,10.81 W,7.9,49.63,
0 , 3 MiB, 24576 MiB,10.33 W,7.8,50.66,
0 , 3 MiB, 24576 MiB,10.14 W,7.7,51.69,
0 , 3 MiB, 24576 MiB,10.98 W,7.9,52.73,
0 , 3 MiB, 24576 MiB,10.69 W,7.9,53.76,
0 , 3 MiB, 24576 MiB,10.87 W,8.0,54.79,
0 , 3 MiB, 24576 MiB,10.58 W,8.1,55.82,
0 , 3 MiB, 24576 MiB,11.01 W,8.1,56.86,
0 , 3 MiB, 24576 MiB,10.52 W,8.1,57.89,
0 , 3 MiB, 24576 MiB,10.53 W,8.0,58.93,
0 , 3 MiB, 24576 MiB,10.99 W,8.6,59.96,
0 , 3 MiB, 24576 MiB,10.85 W,8.0,60.99,
0 , 3 MiB, 24576 MiB,10.88 W,8.0,62.02,
0 , 3 MiB, 24576 MiB,10.87 W,8.9,63.06,
0 , 3 MiB, 24576 MiB,10.70 W,8.1,64.09,
0 , 3 MiB, 24576 MiB,10.49 W,8.1,65.12,
0 , 3 MiB, 24576 MiB,10.53 W,7.7,66.15,
0 , 3 MiB, 24576 MiB,10.66 W,8.0,67.19,
0 , 3 MiB, 24576 MiB,10.80 W,8.0,68.22,
0 , 3 MiB, 24576 MiB,10.70 W,8.0,69.25,
0 , 3 MiB, 24576 MiB,10.41 W,8.0,70.28,
0 , 3 MiB, 24576 MiB,10.54 W,7.8,71.32,
0 , 3 MiB, 24576 MiB,10.27 W,7.8,72.35,
0 , 3 MiB, 24576 MiB,10.80 W,7.9,73.38,
0 , 3 MiB, 24576 MiB,10.32 W,7.9,74.41,
0 , 3 MiB, 24576 MiB,10.82 W,8.0,75.45,
0 , 3 MiB, 24576 MiB,11.05 W,8.0,76.48,
0 , 3 MiB, 24576 MiB,10.19 W,8.0,77.51,
0 , 3 MiB, 24576 MiB,9.65 W,8.8,78.55,
0 , 3 MiB, 24576 MiB,9.94 W,8.0,79.58,
0 , 3 MiB, 24576 MiB,10.19 W,8.6,80.61,
0 , 3 MiB, 24576 MiB,10.46 W,8.0,81.65,
0 , 3 MiB, 24576 MiB,9.96 W,8.0,82.68,
0 , 3 MiB, 24576 MiB,10.52 W,9.2,83.71,
0 , 3 MiB, 24576 MiB,11.00 W,7.8,84.75,
0 , 3 MiB, 24576 MiB,10.47 W,7.7,85.78,
0 , 3 MiB, 24576 MiB,10.21 W,8.1,86.81,
0 , 3 MiB, 24576 MiB,10.43 W,7.9,87.84,
0 , 3 MiB, 24576 MiB,10.86 W,7.9,88.88,
0 , 3 MiB, 24576 MiB,10.75 W,8.5,89.91,
0 , 3 MiB, 24576 MiB,10.19 W,7.8,90.94,
0 , 3 MiB, 24576 MiB,10.51 W,7.9,91.97,
0 , 3 MiB, 24576 MiB,10.53 W,9.0,93.01,
0 , 3 MiB, 24576 MiB,10.31 W,7.9,94.04,
0 , 3 MiB, 24576 MiB,10.30 W,7.8,95.07,
0 , 3 MiB, 24576 MiB,10.52 W,7.8,96.1,
0 , 3 MiB, 24576 MiB,10.59 W,7.7,97.14,
0 , 3 MiB, 24576 MiB,10.39 W,7.9,98.17,
0 , 3 MiB, 24576 MiB,10.57 W,7.8,99.2,
0 , 3 MiB, 24576 MiB,10.64 W,7.9,100.23,
0 , 3 MiB, 24576 MiB,11.02 W,7.7,101.27,
0 , 3 MiB, 24576 MiB,10.77 W,7.7,102.3,
0 , 3 MiB, 24576 MiB,10.77 W,7.9,103.33,
0 , 3 MiB, 24576 MiB,10.68 W,7.9,104.36,
0 , 3 MiB, 24576 MiB,10.77 W,8.4,105.4,
0 , 3 MiB, 24576 MiB,10.67 W,8.0,106.43,
0 , 3 MiB, 24576 MiB,10.72 W,7.8,107.46,
0 , 3 MiB, 24576 MiB,11.81 W,9.1,108.49,
0 , 3 MiB, 24576 MiB,11.49 W,8.2,109.53,
0 , 3 MiB, 24576 MiB,11.49 W,7.7,110.56,
0 , 3 MiB, 24576 MiB,10.41 W,7.8,111.59,
0 , 3 MiB, 24576 MiB,10.88 W,7.9,112.63,
0 , 3 MiB, 24576 MiB,10.70 W,7.6,113.66,
0 , 3 MiB, 24576 MiB,10.93 W,7.5,114.69,
0 , 3 MiB, 24576 MiB,10.92 W,8.0,115.72,
0 , 3 MiB, 24576 MiB,10.60 W,7.9,116.76,
0 , 3 MiB, 24576 MiB,10.35 W,7.9,117.79,
0 , 3 MiB, 24576 MiB,10.48 W,7.7,118.83,
0 , 3 MiB, 24576 MiB,10.39 W,7.9,119.86,
0 , 3 MiB, 24576 MiB,9.89 W,8.3,120.89,
0 , 3 MiB, 24576 MiB,10.47 W,7.6,121.92,
0 , 3 MiB, 24576 MiB,10.76 W,8.6,122.96,
0 , 3 MiB, 24576 MiB,10.51 W,7.9,123.99,
0 , 3 MiB, 24576 MiB,10.23 W,7.9,125.02,
0 , 3 MiB, 24576 MiB,10.46 W,8.0,126.05,
0 , 3 MiB, 24576 MiB,10.29 W,7.9,127.09,
0 , 3 MiB, 24576 MiB,10.98 W,8.1,128.12,
0 , 3 MiB, 24576 MiB,10.82 W,7.9,129.15,
0 , 3 MiB, 24576 MiB,10.19 W,7.9,130.18,
0 , 3 MiB, 24576 MiB,10.79 W,8.0,131.22,
0 , 3 MiB, 24576 MiB,10.88 W,7.9,132.25,
0 , 3 MiB, 24576 MiB,11.00 W,8.0,133.28,
0 , 3 MiB, 24576 MiB,10.93 W,8.1,134.31,
0 , 3 MiB, 24576 MiB,11.13 W,8.4,135.35,
0 , 3 MiB, 24576 MiB,10.61 W,8.0,136.38,
0 , 3 MiB, 24576 MiB,10.85 W,7.8,137.41,
0 , 3 MiB, 24576 MiB,10.35 W,8.9,138.44,
0 , 3 MiB, 24576 MiB,10.65 W,7.9,139.48,
0 , 3 MiB, 24576 MiB,10.88 W,9.1,140.51,
0 , 3 MiB, 24576 MiB,11.46 W,8.4,141.54,
0 , 3 MiB, 24576 MiB,11.31 W,7.9,142.58,
0 , 3 MiB, 24576 MiB,11.31 W,8.2,143.61,
0 , 3 MiB, 24576 MiB,11.67 W,8.3,144.64,
0 , 3 MiB, 24576 MiB,10.76 W,8.1,145.68,
0 , 3 MiB, 24576 MiB,10.88 W,7.9,146.71,
0 , 3 MiB, 24576 MiB,11.08 W,7.9,147.74,
0 , 3 MiB, 24576 MiB,10.89 W,8.1,148.77,
0 , 3 MiB, 24576 MiB,10.97 W,8.0,149.81,
0 , 3 MiB, 24576 MiB,11.12 W,8.7,150.84,
0 , 3 MiB, 24576 MiB,10.42 W,7.9,151.87,
0 , 3 MiB, 24576 MiB,10.77 W,8.3,152.91,
0 , 3 MiB, 24576 MiB,10.89 W,8.2,153.95,
0 , 3 MiB, 24576 MiB,10.66 W,8.0,154.98,
0 , 3 MiB, 24576 MiB,11.10 W,8.1,156.01,
0 , 3 MiB, 24576 MiB,10.44 W,8.0,157.05,
0 , 3 MiB, 24576 MiB,10.91 W,7.9,158.08,
0 , 3 MiB, 24576 MiB,11.15 W,7.9,159.12,
0 , 3 MiB, 24576 MiB,10.59 W,8.1,160.15,
0 , 3 MiB, 24576 MiB,10.59 W,7.8,161.18,
0 , 3 MiB, 24576 MiB,10.27 W,7.8,162.22,
0 , 3 MiB, 24576 MiB,10.15 W,8.1,163.25,
0 , 3 MiB, 24576 MiB,10.39 W,7.9,164.28,
0 , 3 MiB, 24576 MiB,10.33 W,7.8,165.31,
0 , 3 MiB, 24576 MiB,10.10 W,8.7,166.35,
0 , 3 MiB, 24576 MiB,10.41 W,7.8,167.38,
0 , 3 MiB, 24576 MiB,10.49 W,8.6,168.41,
0 , 3 MiB, 24576 MiB,10.32 W,7.8,169.45,
0 , 3 MiB, 24576 MiB,10.36 W,7.9,170.48,
0 , 3 MiB, 24576 MiB,10.03 W,7.8,171.51,
0 , 3 MiB, 24576 MiB,11.25 W,7.8,172.54,
0 , 3 MiB, 24576 MiB,10.85 W,8.0,173.57,
0 , 3 MiB, 24576 MiB,10.86 W,7.8,174.61,
0 , 3 MiB, 24576 MiB,11.19 W,7.8,175.64,
0 , 3 MiB, 24576 MiB,11.28 W,7.9,176.68,
0 , 3 MiB, 24576 MiB,10.92 W,7.6,177.71,
0 , 3 MiB, 24576 MiB,10.33 W,7.9,178.74,
0 , 3 MiB, 24576 MiB,10.30 W,7.8,179.78,
0 , 3 MiB, 24576 MiB,10.92 W,8.3,180.81,
0 , 3 MiB, 24576 MiB,10.73 W,8.0,181.85,
0 , 3 MiB, 24576 MiB,10.54 W,8.5,182.88,
0 , 3 MiB, 24576 MiB,10.60 W,8.1,183.91,
0 , 3 MiB, 24576 MiB,10.56 W,7.9,184.95,
0 , 3 MiB, 24576 MiB,10.76 W,8.2,185.98,
0 , 3 MiB, 24576 MiB,11.10 W,8.1,187.02,
0 , 3 MiB, 24576 MiB,10.85 W,8.0,188.05,
0 , 3 MiB, 24576 MiB,10.82 W,7.9,189.09,
0 , 3 MiB, 24576 MiB,11.05 W,7.9,190.12,
0 , 3 MiB, 24576 MiB,11.03 W,8.2,191.15,
0 , 3 MiB, 24576 MiB,10.81 W,8.0,192.19,
0 , 3 MiB, 24576 MiB,11.03 W,7.8,193.22,
0 , 3 MiB, 24576 MiB,11.02 W,7.9,194.26,
0 , 3 MiB, 24576 MiB,10.35 W,8.1,195.29,
0 , 3 MiB, 24576 MiB,10.61 W,8.5,196.32,
0 , 3 MiB, 24576 MiB,10.13 W,7.8,197.35,
0 , 3 MiB, 24576 MiB,10.57 W,8.7,198.39,
0 , 3 MiB, 24576 MiB,10.78 W,8.0,199.42,
0 , 3 MiB, 24576 MiB,10.32 W,8.6,200.45,
0 , 3 MiB, 24576 MiB,10.65 W,7.8,201.49,
0 , 3 MiB, 24576 MiB,10.87 W,8.0,202.52,
0 , 3 MiB, 24576 MiB,11.01 W,8.0,203.55,
0 , 3 MiB, 24576 MiB,10.84 W,7.8,204.58,
0 , 3 MiB, 24576 MiB,11.39 W,8.2,205.62,
0 , 3 MiB, 24576 MiB,11.06 W,7.9,206.65,
0 , 3 MiB, 24576 MiB,11.17 W,7.9,207.68,
0 , 3 MiB, 24576 MiB,11.50 W,7.8,208.71,
0 , 3 MiB, 24576 MiB,11.69 W,8.0,209.75,
0 , 3 MiB, 24576 MiB,12.01 W,8.0,210.78,
0 , 3 MiB, 24576 MiB,10.84 W,8.6,211.81,
0 , 3 MiB, 24576 MiB,11.10 W,8.2,212.85,
0 , 3 MiB, 24576 MiB,11.30 W,8.5,213.88,
0 , 3 MiB, 24576 MiB,10.64 W,7.7,214.91,
0 , 3 MiB, 24576 MiB,10.51 W,7.9,215.94,
0 , 3 MiB, 24576 MiB,10.67 W,8.0,216.98,
0 , 3 MiB, 24576 MiB,10.55 W,7.9,218.01,
0 , 3 MiB, 24576 MiB,11.09 W,8.1,219.04,
0 , 3 MiB, 24576 MiB,11.14 W,7.9,220.07,
0 , 3 MiB, 24576 MiB,10.74 W,8.2,221.11,
0 , 3 MiB, 24576 MiB,10.58 W,8.1,222.14,
0 , 3 MiB, 24576 MiB,10.40 W,8.0,223.17,
0 , 3 MiB, 24576 MiB,10.79 W,8.0,224.21,
0 , 3 MiB, 24576 MiB,11.50 W,7.8,225.24,
0 , 3 MiB, 24576 MiB,10.98 W,8.6,226.27,
0 , 3 MiB, 24576 MiB,11.29 W,8.2,227.3,
0 , 3 MiB, 24576 MiB,11.11 W,9.1,228.34,
0 , 3 MiB, 24576 MiB,10.68 W,7.8,229.37,
0 , 3 MiB, 24576 MiB,11.09 W,8.2,230.4,
0 , 3 MiB, 24576 MiB,11.20 W,7.9,231.43,
0 , 3 MiB, 24576 MiB,11.26 W,8.2,232.47,
0 , 3 MiB, 24576 MiB,11.16 W,8.2,233.5,
0 , 3 MiB, 24576 MiB,10.95 W,8.0,234.53,
0 , 3 MiB, 24576 MiB,10.67 W,7.7,235.56,
0 , 3 MiB, 24576 MiB,10.34 W,8.0,236.6,
0 , 3 MiB, 24576 MiB,10.32 W,7.8,237.63,
0 , 3 MiB, 24576 MiB,10.74 W,8.0,238.66,
0 , 3 MiB, 24576 MiB,11.15 W,8.0,239.7,
0 , 3 MiB, 24576 MiB,11.23 W,7.9,240.73,
0 , 3 MiB, 24576 MiB,11.21 W,8.8,241.76,
0 , 3 MiB, 24576 MiB,11.15 W,8.1,242.8,
0 , 3 MiB, 24576 MiB,10.95 W,8.6,243.83,
0 , 3 MiB, 24576 MiB,10.86 W,8.0,244.86,
0 , 3 MiB, 24576 MiB,11.69 W,8.2,245.9,
0 , 3 MiB, 24576 MiB,11.39 W,7.9,246.93,
0 , 3 MiB, 24576 MiB,11.36 W,7.8,247.96,
0 , 3 MiB, 24576 MiB,11.15 W,8.1,248.99,
0 , 3 MiB, 24576 MiB,11.08 W,8.1,250.03,
0 , 3 MiB, 24576 MiB,10.93 W,8.0,251.06,
0 , 3 MiB, 24576 MiB,10.99 W,8.0,252.09,
0 , 3 MiB, 24576 MiB,11.16 W,7.9,253.13,
0 , 3 MiB, 24576 MiB,11.20 W,7.9,254.16,
0 , 3 MiB, 24576 MiB,11.61 W,7.7,255.19,
0 , 3 MiB, 24576 MiB,10.45 W,8.0,256.22,
0 , 3 MiB, 24576 MiB,10.64 W,8.6,257.26,
0 , 3 MiB, 24576 MiB,10.49 W,8.8,258.29,
0 , 3 MiB, 24576 MiB,10.84 W,8.2,259.32,
0 , 3 MiB, 24576 MiB,10.78 W,8.5,260.36,
0 , 3 MiB, 24576 MiB,10.61 W,8.0,261.39,
0 , 3 MiB, 24576 MiB,10.26 W,7.9,262.42,
0 , 3 MiB, 24576 MiB,10.10 W,8.1,263.46,
0 , 3 MiB, 24576 MiB,10.74 W,8.3,264.49,
0 , 3 MiB, 24576 MiB,10.36 W,8.0,265.52,
