utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 , 3 MiB, 24576 MiB,11.51 W,8.9,66.67,
0 , 3 MiB, 24576 MiB,11.30 W,9.0,67.72,
0 , 3 MiB, 24576 MiB,11.32 W,8.6,68.76,
0 , 3 MiB, 24576 MiB,11.02 W,8.3,69.81,
0 , 3 MiB, 24576 MiB,11.14 W,8.3,70.85,
0 , 3 MiB, 24576 MiB,11.00 W,8.2,71.91,
0 , 3 MiB, 24576 MiB,11.27 W,8.4,72.96,
0 , 3 MiB, 24576 MiB,11.29 W,8.5,74.01,
0 , 3 MiB, 24576 MiB,10.62 W,8.8,75.05,
0 , 3 MiB, 24576 MiB,11.15 W,8.9,76.09,
0 , 3 MiB, 24576 MiB,10.90 W,8.2,77.14,
0 , 3 MiB, 24576 MiB,10.83 W,8.5,78.18,
0 , 3 MiB, 24576 MiB,10.79 W,8.4,79.23,
0 , 3 MiB, 24576 MiB,10.99 W,8.3,80.28,
0 , 3 MiB, 24576 MiB,10.81 W,8.8,81.33,
0 , 3 MiB, 24576 MiB,10.57 W,9.4,82.38,
0 , 3 MiB, 24576 MiB,11.10 W,8.4,83.44,
0 , 3 MiB, 24576 MiB,11.25 W,9.1,84.49,
0 , 3 MiB, 24576 MiB,11.23 W,8.0,85.54,
0 , 3 MiB, 24576 MiB,10.94 W,8.0,86.58,
0 , 3 MiB, 24576 MiB,11.22 W,9.7,87.63,
0 , 3 MiB, 24576 MiB,10.88 W,8.4,88.69,
0 , 3 MiB, 24576 MiB,10.77 W,8.6,89.74,
0 , 3 MiB, 24576 MiB,10.91 W,8.4,90.79,
