utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
2 , 23633 MiB, 24576 MiB,59.76 W,8.8,57.87,
2 , 23633 MiB, 24576 MiB,59.85 W,8.3,58.95,
2 , 23633 MiB, 24576 MiB,59.85 W,9.5,60.03,
2 , 23633 MiB, 24576 MiB,59.79 W,8.7,61.12,
2 , 23633 MiB, 24576 MiB,59.79 W,8.5,62.21,
2 , 23633 MiB, 24576 MiB,59.47 W,9.0,63.29,
2 , 23633 MiB, 24576 MiB,59.93 W,8.5,64.38,
2 , 23633 MiB, 24576 MiB,59.79 W,8.1,65.46,
2 , 23633 MiB, 24576 MiB,59.80 W,8.1,66.54,
2 , 23633 MiB, 24576 MiB,59.74 W,8.1,67.62,
2 , 23633 MiB, 24576 MiB,59.51 W,8.2,68.7,
2 , 23633 MiB, 24576 MiB,59.56 W,7.9,69.78,
2 , 23633 MiB, 24576 MiB,59.56 W,8.0,70.86,
2 , 23633 MiB, 24576 MiB,59.42 W,8.0,71.95,
2 , 23633 MiB, 24576 MiB,59.72 W,8.8,73.03,
2 , 23633 MiB, 24576 MiB,59.88 W,8.0,74.11,
2 , 23633 MiB, 24576 MiB,59.85 W,7.8,75.19,
2 , 23633 MiB, 24576 MiB,59.73 W,8.3,76.28,
2 , 23633 MiB, 24576 MiB,59.63 W,8.6,77.36,
2 , 23633 MiB, 24576 MiB,60.04 W,8.4,78.43,
2 , 23633 MiB, 24576 MiB,59.75 W,8.2,79.53,
3 , 23633 MiB, 24576 MiB,59.63 W,8.2,80.6,
2 , 23633 MiB, 24576 MiB,59.59 W,8.4,81.68,
2 , 23633 MiB, 24576 MiB,59.88 W,8.2,82.75,
2 , 23633 MiB, 24576 MiB,59.94 W,8.1,83.84,
2 , 23633 MiB, 24576 MiB,59.67 W,8.2,84.92,
2 , 23633 MiB, 24576 MiB,59.63 W,8.4,86.01,
2 , 23633 MiB, 24576 MiB,59.84 W,8.0,87.09,
2 , 23633 MiB, 24576 MiB,59.65 W,8.8,88.16,
2 , 23633 MiB, 24576 MiB,59.71 W,8.1,89.25,
2 , 23633 MiB, 24576 MiB,59.73 W,8.2,90.33,
2 , 23633 MiB, 24576 MiB,59.90 W,8.4,91.42,
2 , 23633 MiB, 24576 MiB,59.75 W,8.5,92.51,
2 , 23633 MiB, 24576 MiB,59.78 W,8.5,93.59,
2 , 23633 MiB, 24576 MiB,59.99 W,8.3,94.66,
2 , 23633 MiB, 24576 MiB,59.71 W,8.0,95.75,
2 , 23633 MiB, 24576 MiB,60.03 W,8.1,96.83,
2 , 23633 MiB, 24576 MiB,60.05 W,8.3,97.92,
