utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,10.21 W,11.3,37.24,
0 %, 3 MiB, 24576 MiB,10.13 W,11.1,38.27,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,39.31,
0 %, 3 MiB, 24576 MiB,10.35 W,10.8,40.34,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,41.37,
0 %, 3 MiB, 24576 MiB,10.11 W,11.1,42.41,
0 %, 3 MiB, 24576 MiB,10.22 W,10.9,43.44,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,44.47,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,45.51,
0 %, 3 MiB, 24576 MiB,9.74 W,12.2,46.54,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,47.58,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,48.61,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,49.65,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,50.68,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,51.71,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,52.75,
0 %, 3 MiB, 24576 MiB,9.88 W,11.2,53.78,
0 %, 3 MiB, 24576 MiB,10.27 W,10.9,54.81,
0 %, 3 MiB, 24576 MiB,10.41 W,10.9,55.85,
0 %, 3 MiB, 24576 MiB,10.00 W,11.3,56.88,
0 %, 3 MiB, 24576 MiB,9.56 W,10.9,57.92,
0 %, 3 MiB, 24576 MiB,9.65 W,10.8,58.95,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,59.98,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,61.02,
0 %, 3 MiB, 24576 MiB,9.85 W,11.7,62.05,
0 %, 3 MiB, 24576 MiB,10.36 W,11.0,63.09,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,64.12,
0 %, 3 MiB, 24576 MiB,9.66 W,10.7,65.15,
0 %, 3 MiB, 24576 MiB,9.35 W,10.9,66.19,
0 %, 3 MiB, 24576 MiB,9.91 W,11.3,67.22,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,68.25,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,69.28,
0 %, 3 MiB, 24576 MiB,10.07 W,10.8,70.32,
0 %, 3 MiB, 24576 MiB,10.32 W,10.8,71.35,
0 %, 3 MiB, 24576 MiB,10.18 W,11.2,72.39,
0 %, 3 MiB, 24576 MiB,10.15 W,10.9,73.42,
0 %, 3 MiB, 24576 MiB,9.54 W,10.9,74.45,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,75.49,
0 %, 3 MiB, 24576 MiB,9.63 W,11.6,76.52,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,77.55,
0 %, 3 MiB, 24576 MiB,9.62 W,11.4,78.59,
0 %, 3 MiB, 24576 MiB,9.30 W,10.9,79.62,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,80.66,
0 %, 3 MiB, 24576 MiB,9.69 W,11.0,81.69,
0 %, 3 MiB, 24576 MiB,9.55 W,11.2,82.72,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,83.76,
0 %, 3 MiB, 24576 MiB,9.35 W,10.9,84.79,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,85.82,
0 %, 3 MiB, 24576 MiB,9.73 W,11.0,86.86,
0 %, 3 MiB, 24576 MiB,9.62 W,11.3,87.89,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,88.93,
0 %, 3 MiB, 24576 MiB,9.63 W,11.0,89.96,
0 %, 3 MiB, 24576 MiB,9.46 W,11.0,90.99,
0 %, 3 MiB, 24576 MiB,9.80 W,11.8,92.03,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,93.06,
0 %, 3 MiB, 24576 MiB,9.75 W,10.9,94.09,
0 %, 3 MiB, 24576 MiB,9.63 W,10.9,95.13,
0 %, 3 MiB, 24576 MiB,9.44 W,10.9,96.16,
0 %, 3 MiB, 24576 MiB,9.05 W,11.1,97.19,
0 %, 3 MiB, 24576 MiB,9.46 W,11.1,98.23,
0 %, 3 MiB, 24576 MiB,9.65 W,10.9,99.26,
0 %, 3 MiB, 24576 MiB,9.73 W,10.8,100.29,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,101.33,
0 %, 3 MiB, 24576 MiB,9.99 W,11.2,102.36,
0 %, 3 MiB, 24576 MiB,9.67 W,11.2,103.4,
0 %, 3 MiB, 24576 MiB,9.79 W,10.9,104.43,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,105.46,
0 %, 3 MiB, 24576 MiB,10.45 W,11.7,106.5,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,107.53,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,108.57,
0 %, 3 MiB, 24576 MiB,9.75 W,10.7,109.6,
0 %, 3 MiB, 24576 MiB,9.59 W,11.1,110.63,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,111.67,
0 %, 3 MiB, 24576 MiB,9.45 W,11.2,112.7,
0 %, 3 MiB, 24576 MiB,10.27 W,10.9,113.73,
0 %, 3 MiB, 24576 MiB,9.63 W,10.6,114.77,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,115.8,
0 %, 3 MiB, 24576 MiB,9.23 W,10.8,116.84,
0 %, 3 MiB, 24576 MiB,9.49 W,11.4,117.87,
0 %, 3 MiB, 24576 MiB,9.66 W,10.8,118.9,
0 %, 3 MiB, 24576 MiB,9.44 W,11.0,119.94,
0 %, 3 MiB, 24576 MiB,9.67 W,11.1,120.97,
0 %, 3 MiB, 24576 MiB,9.67 W,11.4,122.01,
0 %, 3 MiB, 24576 MiB,9.08 W,11.0,123.05,
0 %, 3 MiB, 24576 MiB,9.43 W,11.2,124.08,
0 %, 3 MiB, 24576 MiB,9.24 W,10.9,125.12,
0 %, 3 MiB, 24576 MiB,9.47 W,11.1,126.16,
0 %, 3 MiB, 24576 MiB,9.41 W,10.9,127.19,
0 %, 3 MiB, 24576 MiB,9.56 W,10.9,128.23,
0 %, 3 MiB, 24576 MiB,9.54 W,10.9,129.27,
0 %, 3 MiB, 24576 MiB,8.91 W,10.8,130.31,
0 %, 3 MiB, 24576 MiB,9.01 W,11.1,131.34,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,132.38,
0 %, 3 MiB, 24576 MiB,9.62 W,11.3,133.42,
0 %, 3 MiB, 24576 MiB,9.48 W,10.8,134.46,
0 %, 3 MiB, 24576 MiB,8.93 W,11.0,135.49,
0 %, 3 MiB, 24576 MiB,9.74 W,11.7,136.53,
0 %, 3 MiB, 24576 MiB,9.57 W,11.1,137.57,
0 %, 3 MiB, 24576 MiB,9.91 W,11.7,138.61,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,139.64,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,140.68,
0 %, 3 MiB, 24576 MiB,9.63 W,10.9,141.72,
0 %, 3 MiB, 24576 MiB,9.31 W,11.2,142.75,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,143.79,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,144.82,
0 %, 3 MiB, 24576 MiB,9.28 W,11.1,145.85,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,146.89,
0 %, 3 MiB, 24576 MiB,9.65 W,11.3,147.92,
0 %, 3 MiB, 24576 MiB,9.58 W,10.9,148.96,
0 %, 3 MiB, 24576 MiB,9.32 W,11.0,149.99,
0 %, 3 MiB, 24576 MiB,9.77 W,10.7,151.02,
0 %, 3 MiB, 24576 MiB,9.54 W,11.6,152.06,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,153.09,
0 %, 3 MiB, 24576 MiB,9.55 W,10.8,154.12,
0 %, 3 MiB, 24576 MiB,9.50 W,10.8,155.16,
0 %, 3 MiB, 24576 MiB,9.61 W,10.8,156.19,
0 %, 3 MiB, 24576 MiB,9.66 W,10.8,157.22,
0 %, 3 MiB, 24576 MiB,9.93 W,11.4,158.26,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,159.29,
0 %, 3 MiB, 24576 MiB,9.94 W,10.7,160.32,
0 %, 3 MiB, 24576 MiB,9.19 W,10.9,161.36,
0 %, 3 MiB, 24576 MiB,9.56 W,10.9,162.39,
0 %, 3 MiB, 24576 MiB,9.40 W,11.4,163.42,
0 %, 3 MiB, 24576 MiB,9.57 W,10.7,164.46,
0 %, 3 MiB, 24576 MiB,9.42 W,11.1,165.49,
0 %, 3 MiB, 24576 MiB,9.44 W,11.7,166.53,
0 %, 3 MiB, 24576 MiB,9.75 W,11.1,167.56,
0 %, 3 MiB, 24576 MiB,9.57 W,10.9,168.59,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,169.63,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,170.66,
0 %, 3 MiB, 24576 MiB,10.19 W,10.8,171.69,
0 %, 3 MiB, 24576 MiB,10.34 W,10.8,172.73,
0 %, 3 MiB, 24576 MiB,9.77 W,11.3,173.76,
0 %, 3 MiB, 24576 MiB,10.02 W,10.7,174.8,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,175.83,
0 %, 3 MiB, 24576 MiB,9.88 W,10.8,176.87,
0 %, 3 MiB, 24576 MiB,10.13 W,10.8,177.9,
0 %, 3 MiB, 24576 MiB,9.91 W,11.4,178.93,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,179.97,
0 %, 3 MiB, 24576 MiB,9.46 W,10.8,181.0,
0 %, 3 MiB, 24576 MiB,10.04 W,11.8,182.04,
0 %, 3 MiB, 24576 MiB,9.70 W,11.0,183.07,
0 %, 3 MiB, 24576 MiB,9.63 W,11.0,184.1,
0 %, 3 MiB, 24576 MiB,9.64 W,11.1,185.14,
0 %, 3 MiB, 24576 MiB,10.32 W,10.9,186.17,
0 %, 3 MiB, 24576 MiB,10.11 W,10.8,187.2,
0 %, 3 MiB, 24576 MiB,10.17 W,11.1,188.24,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,189.27,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,190.31,
0 %, 3 MiB, 24576 MiB,10.28 W,11.0,191.34,
0 %, 3 MiB, 24576 MiB,9.83 W,10.9,192.37,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,193.41,
0 %, 3 MiB, 24576 MiB,9.38 W,11.2,194.44,
0 %, 3 MiB, 24576 MiB,9.65 W,11.0,195.48,
0 %, 3 MiB, 24576 MiB,9.35 W,11.8,196.51,
0 %, 3 MiB, 24576 MiB,9.63 W,11.2,197.54,
0 %, 3 MiB, 24576 MiB,10.42 W,11.5,198.57,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,199.61,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,200.64,
0 %, 3 MiB, 24576 MiB,9.82 W,11.0,201.68,
0 %, 3 MiB, 24576 MiB,9.59 W,11.1,202.71,
0 %, 3 MiB, 24576 MiB,9.79 W,11.2,203.74,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,204.78,
0 %, 3 MiB, 24576 MiB,10.28 W,10.7,205.81,
0 %, 3 MiB, 24576 MiB,9.42 W,10.8,206.84,
0 %, 3 MiB, 24576 MiB,9.01 W,10.9,207.88,
0 %, 3 MiB, 24576 MiB,9.24 W,11.3,208.91,
0 %, 3 MiB, 24576 MiB,9.23 W,11.5,209.94,
0 %, 3 MiB, 24576 MiB,9.85 W,15.7,210.98,
0 %, 3 MiB, 24576 MiB,9.82 W,11.8,212.01,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,213.04,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,214.08,
0 %, 3 MiB, 24576 MiB,9.56 W,10.7,215.11,
0 %, 3 MiB, 24576 MiB,8.99 W,10.7,216.15,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,217.18,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,218.21,
0 %, 3 MiB, 24576 MiB,9.33 W,11.2,219.25,
0 %, 3 MiB, 24576 MiB,9.04 W,10.8,220.28,
0 %, 3 MiB, 24576 MiB,9.22 W,11.0,221.32,
0 %, 3 MiB, 24576 MiB,9.32 W,11.0,222.35,
0 %, 3 MiB, 24576 MiB,9.22 W,10.9,223.38,
0 %, 3 MiB, 24576 MiB,9.46 W,11.3,224.42,
0 %, 3 MiB, 24576 MiB,9.60 W,10.7,225.45,
0 %, 3 MiB, 24576 MiB,9.54 W,12.0,226.48,
0 %, 3 MiB, 24576 MiB,9.52 W,11.1,227.52,
0 %, 3 MiB, 24576 MiB,9.70 W,11.0,228.55,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,229.58,
0 %, 3 MiB, 24576 MiB,10.25 W,10.9,230.62,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,231.65,
0 %, 3 MiB, 24576 MiB,9.88 W,11.0,232.68,
0 %, 3 MiB, 24576 MiB,9.90 W,11.3,233.72,
0 %, 3 MiB, 24576 MiB,9.75 W,11.1,234.75,
0 %, 3 MiB, 24576 MiB,9.42 W,11.0,235.79,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,236.82,
0 %, 3 MiB, 24576 MiB,9.85 W,10.8,237.86,
0 %, 3 MiB, 24576 MiB,9.76 W,10.9,238.89,
0 %, 3 MiB, 24576 MiB,9.35 W,11.3,239.92,
0 %, 3 MiB, 24576 MiB,9.56 W,11.0,240.95,
0 %, 3 MiB, 24576 MiB,9.67 W,11.5,241.99,
0 %, 3 MiB, 24576 MiB,9.54 W,10.7,243.02,
0 %, 3 MiB, 24576 MiB,9.96 W,10.9,244.06,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,245.09,
0 %, 3 MiB, 24576 MiB,9.92 W,10.7,246.12,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,247.16,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,248.19,
0 %, 3 MiB, 24576 MiB,9.92 W,11.3,249.22,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,250.26,
0 %, 3 MiB, 24576 MiB,9.69 W,11.0,251.29,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,252.33,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,253.36,
0 %, 3 MiB, 24576 MiB,9.70 W,11.4,254.39,
0 %, 3 MiB, 24576 MiB,9.54 W,10.8,255.43,
0 %, 3 MiB, 24576 MiB,9.21 W,11.5,256.46,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,257.49,
0 %, 3 MiB, 24576 MiB,10.14 W,11.4,258.53,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,259.56,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,260.59,
0 %, 3 MiB, 24576 MiB,9.71 W,11.0,261.63,
0 %, 3 MiB, 24576 MiB,9.58 W,11.1,262.66,
0 %, 3 MiB, 24576 MiB,9.65 W,10.9,263.69,
0 %, 3 MiB, 24576 MiB,10.20 W,11.1,264.73,
0 %, 3 MiB, 24576 MiB,10.34 W,11.0,265.76,
0 %, 3 MiB, 24576 MiB,9.95 W,10.8,266.79,
0 %, 3 MiB, 24576 MiB,10.10 W,11.1,267.83,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,268.86,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,269.9,
0 %, 3 MiB, 24576 MiB,9.98 W,11.0,270.93,
0 %, 3 MiB, 24576 MiB,9.91 W,11.7,271.96,
0 %, 3 MiB, 24576 MiB,10.32 W,11.1,273.0,
0 %, 3 MiB, 24576 MiB,9.64 W,10.8,274.03,
0 %, 3 MiB, 24576 MiB,9.38 W,11.1,275.06,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,276.09,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,277.13,
0 %, 3 MiB, 24576 MiB,10.21 W,10.9,278.16,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,279.2,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,280.23,
0 %, 3 MiB, 24576 MiB,9.62 W,10.9,281.26,
0 %, 3 MiB, 24576 MiB,9.80 W,10.8,282.3,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,283.33,
0 %, 3 MiB, 24576 MiB,9.93 W,10.7,284.36,
0 %, 3 MiB, 24576 MiB,10.50 W,11.2,285.39,
0 %, 3 MiB, 24576 MiB,9.98 W,11.5,286.43,
0 %, 3 MiB, 24576 MiB,10.09 W,10.7,287.46,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,288.49,
0 %, 3 MiB, 24576 MiB,10.43 W,11.0,289.53,
0 %, 3 MiB, 24576 MiB,9.85 W,10.9,290.56,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,291.6,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,292.63,
0 %, 3 MiB, 24576 MiB,10.04 W,10.8,293.66,
0 %, 3 MiB, 24576 MiB,9.93 W,11.1,294.7,
0 %, 3 MiB, 24576 MiB,9.43 W,10.8,295.73,
0 %, 3 MiB, 24576 MiB,9.92 W,10.7,296.76,
0 %, 3 MiB, 24576 MiB,9.73 W,10.8,297.8,
0 %, 3 MiB, 24576 MiB,10.16 W,10.8,298.84,
0 %, 3 MiB, 24576 MiB,10.22 W,11.3,299.87,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,300.9,
0 %, 3 MiB, 24576 MiB,9.70 W,12.1,301.94,
0 %, 3 MiB, 24576 MiB,9.95 W,10.8,302.97,
0 %, 3 MiB, 24576 MiB,10.22 W,10.9,304.0,
0 %, 3 MiB, 24576 MiB,9.98 W,10.8,305.04,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,306.07,
0 %, 3 MiB, 24576 MiB,9.76 W,10.9,307.11,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,308.14,
0 %, 3 MiB, 24576 MiB,9.88 W,11.1,309.17,
0 %, 3 MiB, 24576 MiB,10.45 W,11.2,310.21,
0 %, 3 MiB, 24576 MiB,10.33 W,11.0,311.24,
0 %, 3 MiB, 24576 MiB,10.50 W,11.1,312.27,
0 %, 3 MiB, 24576 MiB,10.14 W,10.8,313.31,
0 %, 3 MiB, 24576 MiB,10.36 W,11.1,314.34,
0 %, 3 MiB, 24576 MiB,10.20 W,11.1,315.38,
0 %, 3 MiB, 24576 MiB,10.48 W,11.6,316.41,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,317.45,
0 %, 3 MiB, 24576 MiB,10.15 W,12.3,318.49,
0 %, 3 MiB, 24576 MiB,10.24 W,11.2,319.53,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,320.57,
0 %, 3 MiB, 24576 MiB,10.36 W,11.4,321.6,
0 %, 3 MiB, 24576 MiB,10.51 W,11.0,322.64,
0 %, 3 MiB, 24576 MiB,10.50 W,10.8,323.68,
0 %, 3 MiB, 24576 MiB,11.11 W,11.0,324.72,
0 %, 3 MiB, 24576 MiB,10.16 W,10.9,325.75,
0 %, 3 MiB, 24576 MiB,10.21 W,11.0,326.79,
0 %, 3 MiB, 24576 MiB,10.44 W,10.9,327.83,
0 %, 3 MiB, 24576 MiB,10.52 W,10.8,328.87,
0 %, 3 MiB, 24576 MiB,10.22 W,10.9,329.9,
0 %, 3 MiB, 24576 MiB,9.96 W,11.2,330.94,
0 %, 3 MiB, 24576 MiB,9.94 W,11.7,331.98,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,333.02,
0 %, 3 MiB, 24576 MiB,10.40 W,10.8,334.05,
0 %, 3 MiB, 24576 MiB,10.83 W,10.9,335.09,
0 %, 3 MiB, 24576 MiB,10.28 W,10.7,336.13,
0 %, 3 MiB, 24576 MiB,10.23 W,10.7,337.17,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,338.2,
0 %, 3 MiB, 24576 MiB,9.54 W,10.9,339.23,
0 %, 3 MiB, 24576 MiB,9.80 W,11.2,340.27,
0 %, 3 MiB, 24576 MiB,10.45 W,10.9,341.3,
0 %, 3 MiB, 24576 MiB,10.30 W,11.0,342.34,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,343.37,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,344.4,
0 %, 3 MiB, 24576 MiB,9.97 W,11.0,345.44,
0 %, 3 MiB, 24576 MiB,9.81 W,11.7,346.47,
0 %, 3 MiB, 24576 MiB,10.03 W,11.1,347.5,
0 %, 3 MiB, 24576 MiB,9.99 W,11.1,348.54,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,349.57,
0 %, 3 MiB, 24576 MiB,9.83 W,11.0,350.61,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,351.64,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,352.67,
0 %, 3 MiB, 24576 MiB,10.24 W,10.8,353.71,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,354.74,
0 %, 3 MiB, 24576 MiB,9.96 W,11.3,355.77,
0 %, 3 MiB, 24576 MiB,9.88 W,10.9,356.81,
0 %, 3 MiB, 24576 MiB,9.98 W,10.7,357.84,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,358.88,
0 %, 3 MiB, 24576 MiB,10.43 W,11.0,359.91,
0 %, 3 MiB, 24576 MiB,10.64 W,11.4,360.94,
0 %, 3 MiB, 24576 MiB,10.08 W,11.5,361.98,
0 %, 3 MiB, 24576 MiB,10.24 W,11.0,363.01,
0 %, 3 MiB, 24576 MiB,10.14 W,10.9,364.04,
0 %, 3 MiB, 24576 MiB,10.11 W,11.1,365.08,
0 %, 3 MiB, 24576 MiB,10.40 W,11.0,366.11,
0 %, 3 MiB, 24576 MiB,10.55 W,10.9,367.14,
0 %, 3 MiB, 24576 MiB,10.55 W,10.8,368.18,
0 %, 3 MiB, 24576 MiB,10.75 W,10.9,369.21,
0 %, 3 MiB, 24576 MiB,9.66 W,11.2,370.25,
0 %, 3 MiB, 24576 MiB,9.53 W,10.7,371.28,
0 %, 3 MiB, 24576 MiB,9.58 W,11.0,372.31,
0 %, 3 MiB, 24576 MiB,10.31 W,11.0,373.35,
0 %, 3 MiB, 24576 MiB,10.15 W,10.7,374.38,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,375.41,
0 %, 3 MiB, 24576 MiB,9.95 W,12.2,376.45,
0 %, 3 MiB, 24576 MiB,10.29 W,10.7,377.48,
0 %, 3 MiB, 24576 MiB,9.86 W,11.6,378.51,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,379.55,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,380.58,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,381.61,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,382.65,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,383.68,
0 %, 3 MiB, 24576 MiB,10.14 W,10.9,384.72,
0 %, 3 MiB, 24576 MiB,10.06 W,11.1,385.75,
0 %, 3 MiB, 24576 MiB,10.16 W,11.0,386.78,
0 %, 3 MiB, 24576 MiB,9.92 W,11.1,387.82,
0 %, 3 MiB, 24576 MiB,10.30 W,11.1,388.85,
0 %, 3 MiB, 24576 MiB,10.13 W,10.9,389.88,
0 %, 3 MiB, 24576 MiB,10.17 W,10.7,390.92,
0 %, 3 MiB, 24576 MiB,9.81 W,11.9,391.95,
0 %, 3 MiB, 24576 MiB,10.19 W,10.6,392.99,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,394.02,
0 %, 3 MiB, 24576 MiB,10.13 W,10.9,395.05,
0 %, 3 MiB, 24576 MiB,10.22 W,10.8,396.09,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,397.12,
0 %, 3 MiB, 24576 MiB,9.88 W,10.7,398.16,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,399.19,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,400.22,
0 %, 3 MiB, 24576 MiB,10.19 W,11.0,401.26,
0 %, 3 MiB, 24576 MiB,9.76 W,10.7,402.29,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,403.32,
0 %, 3 MiB, 24576 MiB,9.46 W,11.0,404.36,
0 %, 3 MiB, 24576 MiB,9.79 W,10.9,405.39,
0 %, 3 MiB, 24576 MiB,10.17 W,12.0,406.42,
0 %, 3 MiB, 24576 MiB,10.54 W,11.1,407.46,
0 %, 3 MiB, 24576 MiB,10.32 W,10.8,408.49,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,409.52,
0 %, 3 MiB, 24576 MiB,9.74 W,11.0,410.56,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,411.59,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,412.62,
0 %, 3 MiB, 24576 MiB,9.93 W,10.7,413.66,
0 %, 3 MiB, 24576 MiB,9.84 W,11.0,414.69,
0 %, 3 MiB, 24576 MiB,9.61 W,11.1,415.72,
0 %, 3 MiB, 24576 MiB,9.42 W,11.0,416.76,
0 %, 3 MiB, 24576 MiB,9.93 W,10.8,417.79,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,418.82,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,419.86,
0 %, 3 MiB, 24576 MiB,10.03 W,10.9,420.89,
0 %, 3 MiB, 24576 MiB,9.48 W,12.2,421.93,
0 %, 3 MiB, 24576 MiB,9.96 W,10.9,422.96,
